Source,Target,GoldsteinScale
REB,GOV,3.5
REB,,3.5
,REB,3.5
,REB,1.9
REB,,2.8
,REB,7.0
,REB,0.0
GOV,REB,7.0
REB,GOV,7.0
,MIL,5.0
,MIL,3.4
,MIL,5.0
REB,,1.9
,REB,7.0
,REB,2.8
GOV,,3.4
REB,AGR,3.0
,GOV,1.9
GOV,,2.8
,REB,4.0
GOV,MIL,5.0
GOV,,3.4
REB,REB,5.0
GOV,MIL,5.0
,REB,2.8
REB,,1.9
REB,REB,1.0
CVL,,-0.4
REB,,3.4
GOV,,1.9
,GOV,2.8
REB,GOV,-7.0
REB,,7.0
,REB,0.0
,MIL,3.4
REB,,4.0
,,1.0
,,1.0
REB,ELI,1.9
ELI,REB,7.0
ELI,REB,2.8
MIL,,8.0
,MIL,8.0
,GOV,3.4
,GOV,4.0
REB,,1.9
,REB,2.8
,,0.0
,,3.4
GOV,,8.0
,GOV,8.0
GOV,,0.0
GOV,,-10.0
,GOV,5.0
,REB,4.0
REB,,4.0
,REB,4.0
,REB,0.0
,REB,0.0
REB,GOV,8.0
,,1.0
REB,,4.0
REB,,0.0
,REB,4.0
REB,,8.0
,REB,8.0
,MIL,3.4
GOV,,3.4
REB,,2.8
,REB,1.9
,GOV,1.0
,GOV,0.0
REB,,3.5
,REB,3.5
REB,,0.0
,LEG,3.4
,MIL,3.4
REB,GOV,7.0
,REB,2.8
,REB,2.8
,,4.0
REB,,1.9
,REB,5.2
REB,,1.9
REB,,2.5
GOV,,4.0
,MIL,5.0
,REB,4.0
,REB,0.0
,REB,5.0
,,1.0
REB,,4.0
GOV,,-10.0
GOV,,4.0
,REB,1.0
,REB,4.0
,REB,0.0
BUS,,5.2
GOV,MIL,5.0
,REB,4.0
,GOV,4.0
JUD,,-5.0
,GOV,2.8
,REB,5.0
GOV,,3.4
REB,,5.0
,REB,8.0
,GOV,8.0
,REB,7.0
REB,,8.0
GOV,,0.0
GOV,,8.0
GOV,,1.0
REB,,1.9
GOV,REB,-4.4
REB,GOV,-4.4
,GOV,-5.0
REB,,1.0
REB,,4.0
REB,GOV,4.0
,GOV,3.0
,GOV,4.0
,REB,4.0
,REB,8.0
GOV,,4.0
GOV,REB,4.0
GOV,REB,-4.4
GOV,,1.9
GOV,,4.0
REB,,8.0
,REB,8.0
MED,,0.0
GOV,MIL,5.0
REB,,4.0
REB,,8.0
,MIL,5.0
,REB,4.0
GOV,REB,8.0
REB,,9.0
,REB,1.0
REB,,1.0
,MIL,1.0
,REB,1.0
REB,,1.0
,GOV,5.0
,GOV,4.0
,GOV,3.4
REB,,3.5
GOV,REB,8.0
REB,GOV,8.0
,GOV,4.0
,GOV,1.0
,GOV,8.0
REB,,1.9
REB,ELI,1.9
,GOV,-5.0
GOV,,1.0
GOV,,8.0
,CVL,7.0
BUS,,3.0
MIL,,7.4
CVL,,7.0
,MIL,7.4
GOV,,3.4
REB,,4.0
,REB,3.0
,REB,4.0
REB,,4.0
,REB,4.0
,REB,8.0
REB,,8.0
GOV,REB,4.0
REB,GOV,4.0
CVL,,0.0
,MIL,3.4
,MIL,5.0
REB,GOV,7.0
,REB,2.8
ELI,REB,2.8
ELI,REB,7.0
GOV,GOV,3.0
GOV,,4.0
,REB,8.0
REB,,8.0
REB,MIL,3.5
,BUS,-5.0
CVL,,-4.0
,CVL,-4.0
,REB,1.9
GOV,GOV,1.0
GOV,,0.0
REB,,3.4
REB,,-10.0
GOV,REB,4.0
REB,GOV,8.0
,GOV,4.0
,REB,1.9
,REB,7.0
REB,,2.8
,GOV,-2.0
,GOV,1.0
GOV,,1.0
,REB,4.0
GOV,,9.0
GOV,,1.0
,GOV,1.0
,GOV,3.4
GOV,,2.8
,REB,0.0
GOV,,3.5
REB,REB,9.0
REB,,4.0
GOV,,4.0
,GOV,1.9
REB,,-9.0
,GOV,3.5
,MED,0.0
REB,,2.8
REB,,-9.0
REB,,2.5
GOV,,-7.0
REB,,-5.0
REB,,-2.0
MIL,,-10.0
,REB,2.8
REB,,1.9
REB,GOV,8.0
REB,GOV,8.0
,REB,4.0
,REB,1.0
,REB,1.0
REB,,4.0
REB,,-2.0
,REB,3.4
MED,,1.0
LEG,,0.0
GOV,,4.0
,GOV,3.0
,GOV,8.0
GOV,,8.0
REB,,1.0
REB,,1.0
MIL,,3.4
,MED,1.0
,REB,1.9
CVL,REB,7.0
,GOV,4.0
,LEG,3.4
,GOV,4.0
,GOV,4.0
REB,,3.4
GOV,,0.0
,GOV,-2.0
MIL,REB,4.0
REB,,2.8
,REB,1.0
,REB,7.0
ELI,REB,7.0
MIL,REB,-4.4
GOV,,0.0
REB,,3.4
REB,,5.0
,REB,5.0
GOV,,8.0
,REB,3.0
CVL,REB,7.0
GOV,REB,8.0
ELI,,0.0
REB,,3.5
REB,,2.8
REB,GOV,8.0
MIL,REB,8.0
,GOV,8.0
MED,,7.0
REB,,7.0
,REB,8.0
,REB,7.0
GOV,,4.0
REB,,4.0
,GOV,4.0
,REB,1.9
,GOV,4.0
,JUD,-2.0
,REB,8.0
REB,,8.0
,JUD,6.0
,JUD,3.0
REB,GOV,3.4
,REB,3.4
REB,GOV,4.0
,REB,4.0
GOV,REB,0.0
,REB,3.4
MIL,,3.4
,GOV,8.0
REB,REB,3.4
,REB,0.0
,GOV,3.4
,REB,0.0
MIL,REB,3.5
REB,MIL,3.5
REB,,3.4
,REB,3.5
REB,,3.5
REB,,4.0
,GOV,4.0
,COP,-5.0
,CVL,3.4
GOV,REB,4.0
MIL,,1.9
REB,,8.0
,REB,4.0
CVL,,-9.0
REB,,1.0
,CVL,2.8
CVL,,1.9
MIL,,3.4
,CVL,2.8
REB,,4.0
REB,,4.0
,REB,4.0
,REB,2.8
ELI,REB,2.8
REB,,1.9
,MIL,2.8
REB,,-5.0
CVL,REB,7.0
,REB,3.0
REB,ELI,1.9
,REB,0.0
REB,,8.0
REB,GOV,8.0
REB,REB,4.0
REB,REB,5.0
REB,REB,8.0
,REB,3.4
REB,GOV,1.0
REB,,1.0
GOV,REB,1.0
,REB,1.0
,REB,7.0
REB,,-2.0
REB,REB,0.0
,REB,4.0
JUD,REB,4.0
REB,,8.0
GOV,REB,8.0
,REB,8.0
LEG,,0.0
REB,,3.4
REB,,0.0
REB,,5.0
GOV,,2.8
GOV,,1.9
,GOV,2.8
,GOV,1.9
LAB,,7.4
,LEG,4.0
REB,,4.0
REB,,4.0
REB,MIL,8.0
,REB,3.4
,REB,1.0
,REB,0.0
,GOV,4.0
,REB,0.0
REB,,-10.0
,MIL,0.0
,REB,4.0
GOV,,8.0
,REB,8.0
REB,,4.0
,EDU,7.0
GOV,,4.0
,REB,8.0
,GOV,8.0
REB,REB,8.0
,LEG,8.0
MIL,,8.0
,GOV,5.2
REB,,2.8
REB,,4.0
REB,REB,4.0
GOV,,1.0
,,8.0
,GOV,1.0
,REB,4.0
REB,,8.0
,REB,1.9
REB,GOV,5.2
,REB,4.0
,REB,8.0
,,8.0
REB,,8.0
,GOV,8.0
REB,GOV,4.0
REB,,1.9
GOV,REB,4.0
GOV,REB,0.0
,REB,2.8
,REB,0.0
REB,,3.4
REB,REB,0.4
REB,GOV,3.4
REB,,3.4
GOV,,8.0
,GOV,8.0
REB,,-5.0
REB,,-2.0
JUD,,0.0
REB,GOV,-2.0
REB,,-2.0
REB,,9.0
REB,,5.0
REB,,3.4
,,3.5
,REB,4.0
,,3.5
REB,,1.9
,GOV,0.0
REB,,1.0
,REB,1.0
,MIL,7.4
GOV,MIL,7.4
GOV,,0.0
,REB,-2.0
CVL,,4.0
GOV,,1.9
GOV,,4.0
,GOV,2.8
REB,REB,2.8
REB,REB,1.9
,REB,4.0
,REB,8.0
,REB,8.0
ELI,REB,7.0
REB,,5.0
REB,,9.0
,REB,4.0
GOV,,8.0
,,3.5
GOV,,4.0
GOV,,0.0
GOV,,4.0
,REB,8.0
REB,GOV,8.0
GOV,REB,4.0
REB,REB,3.4
,GOV,4.0
COP,,1.9
,COP,2.8
,LEG,4.0
,,3.0
REB,,8.0
,,3.5
REB,,4.0
GOV,,2.8
REB,GOV,4.0
REB,,-7.0
REB,,7.0
REB,,3.5
REB,,1.0
GOV,REB,4.0
GOV,GOV,3.0
REB,,-9.0
GOV,,9.0
,REB,9.0
,REB,1.0
,REB,4.0
,GOV,7.4
,GOV,4.0
,GOV,3.0
GOV,,4.0
REB,,2.5
REB,CVL,-9.0
REB,REB,9.0
,REB,5.2
GOV,,3.4
,MIL,8.0
,REB,3.0
MIL,,8.0
REB,,3.4
REB,REB,1.9
REB,,8.0
,REB,3.4
,GOV,1.9
REB,,4.0
REB,,3.4
,REB,2.8
REB,,1.9
REB,,8.0
,REB,7.0
,REB,2.5
REB,,2.5
GOV,,3.4
GOV,REB,8.0
REB,,4.0
REB,,8.0
REB,GOV,8.0
,REB,4.0
GOV,,2.8
,REB,8.0
REB,,-2.0
REB,,-5.0
CVL,,-10.0
,REB,4.0
REB,GOV,3.4
REB,GOV,3.4
GOV,REB,8.0
,GOV,1.9
,REB,0.0
,REB,3.0
,REB,8.0
,REB,2.5
,REB,2.8
,GOV,-2.0
,GOV,-2.0
REB,,1.9
,REB,8.0
GOV,,-0.4
REB,,8.0
,UAF,3.4
CVL,,-6.5
GOV,MIL,5.2
,GOV,4.0
MED,,7.0
,REB,7.0
REB,GOV,8.0
REB,,8.0
,GOV,3.4
REB,,0.0
GOV,,4.0
MIL,,1.9
REB,REB,3.4
MED,,3.4
REB,,0.0
REB,,1.0
CVL,REB,7.0
REB,,7.0
GOV,GOV,3.4
REB,,4.0
,REB,4.0
,GOV,9.0
GOV,,9.0
GOV,,-5.0
REB,REB,8.0
,MIL,2.8
CVL,REB,7.0
,REB,0.0
MIL,,8.0
MIL,REB,4.0
MIL,REB,3.4
GOV,REB,8.0
REB,GOV,8.0
,REB,3.4
,GOV,4.0
,GOV,4.0
REB,,2.5
,REB,8.0
CVL,,-10.0
,GOV,4.0
GOV,,-10.0
REB,GOV,7.0
GOV,REB,7.0
GOV,GOV,7.0
GOV,,4.0
GOV,,4.0
,REB,4.0
GOV,,7.0
GOV,,0.0
,REB,7.0
,REB,0.0
MIL,,8.3
MIL,,4.0
GOV,REB,-0.4
REB,GOV,1.9
GOV,REB,2.8
REB,,4.0
REB,,8.0
,REB,8.0
GOV,,0.0
REB,GOV,8.0
GOV,REB,8.0
REB,,-5.0
MED,,0.0
REB,,4.0
,CRM,-10.0
REB,,1.9
GOV,,8.0
,BUS,0.0
GOV,REB,4.0
REB,GOV,4.0
,BUS,7.4
,GOV,8.0
GOV,,3.4
,REB,0.0
,MIL,0.0
,LEG,8.0
REB,,4.0
,REB,4.0
,MIL,8.0
MIL,REB,8.0
MIL,,8.0
,GOV,8.0
,REB,4.0
REB,,-4.0
BUS,,2.8
,GOV,4.0
MIL,GOV,7.4
GOV,,3.5
GOV,REB,8.0
REB,MIL,8.0
REB,,4.0
GOV,,8.0
,REB,4.0
,REB,3.0
,REB,8.0
GOV,MIL,0.0
REB,GOV,8.0
GOV,REB,4.0
GOV,,3.5
,GOV,3.5
,GOV,3.5
,GOV,2.8
GOV,,0.0
REB,,4.0
,REB,-2.0
REB,,1.0
EDU,,-10.0
,REB,0.4
REB,GOV,8.0
REB,,1.9
GOV,REB,8.0
,REB,0.0
GOV,,8.0
REB,GOV,1.0
REB,,8.0
GOV,,4.0
,GOV,3.5
,GOV,-5.0
,GOV,8.0
,REB,8.0
,,3.5
REB,GOV,5.2
,REB,4.0
REB,REB,8.0
,REB,2.8
REB,,2.8
,,0.0
MED,,0.0
,REB,0.0
GOV,,8.0
,REB,-2.0
REB,,1.0
,REB,8.0
,REB,1.9
,REB,1.0
GOV,REB,1.0
,REB,3.5
,REB,7.4
,,3.5
,REB,3.0
,REB,7.0
GOV,GOV,1.0
,REB,-10.0
GOV,GOV,1.0
REB,REB,8.0
REB,REB,5.2
,GOV,1.9
,,0.4
,,3.5
REB,REB,7.0
REB,,2.8
,GOV,4.0
,GOV,6.0
,REB,4.0
GOV,REB,3.4
,LEG,1.9
REB,GOV,1.9
REB,GOV,4.0
REB,GOV,4.0
,REB,2.8
REB,,1.9
GOV,REB,2.8
GOV,REB,4.0
CVL,,-2.0
MED,,0.0
,REB,4.5
,GOV,6.0
,,3.5
,REB,4.0
,GOV,6.0
,CVL,3.0
REB,,1.9
,GOV,4.0
REB,,0.0
,,0.0
,,0.4
,REB,1.0
,REB,1.9
GOV,,4.0
GOV,,7.0
,GOV,7.0
REB,,-2.0
REB,,-5.0
REB,,1.0
,REB,1.0
GOV,,4.0
REB,REB,2.8
GOV,REB,1.0
REB,,1.0
,GOV,1.9
,REB,0.4
REB,REB,1.9
GOV,,2.8
COP,REB,1.9
,GOV,4.0
,GOV,8.0
REB,,3.4
MIL,MED,8.0
,,3.5
,REB,4.0
REB,,7.0
,REB,7.0
,CVL,3.0
,CVL,7.0
,GOV,4.0
,REB,1.9
REB,,2.8
REB,,5.0
REB,GOV,4.0
REB,REB,1.9
REB,,8.0
,REB,8.0
REB,,8.0
,REB,8.0
MIL,,7.0
MED,,-2.0
,REB,1.9
REB,,8.0
REB,REB,2.8
REB,,2.8
,REB,5.2
,REB,3.5
LEG,,2.8
REB,,8.0
GOV,REB,4.0
,REB,7.0
GOV,REB,2.8
,REB,1.9
REB,,9.0
,,8.0
REB,,2.5
GOV,,4.0
,,8.0
MED,MIL,8.0
,REB,-10.0
,REB,-10.0
,,1.9
GOV,,2.8
,,2.8
,,2.8
,,1.9
REB,,3.5
,REB,8.0
,GOV,8.0
CVL,,-5.0
,,-10.0
,REB,4.0
MIL,,8.3
GOV,REB,4.0
REB,,8.0
,MIL,7.4
,,-4.0
,REB,0.0
GOV,,1.9
MIL,,4.0
,,7.0
,CVL,3.0
LEG,REB,8.0
GOV,,2.8
GOV,,2.8
,GOV,1.9
REB,,7.4
,GOV,1.9
,GOV,1.9
,GOV,2.8
REB,GOV,4.0
REB,LEG,8.0
REB,,8.0
,REB,8.0
REB,,8.0
REB,,4.0
,REB,8.0
,REB,3.4
REB,,4.0
,REB,4.0
GOV,,2.8
,REB,2.8
,GOV,1.9
,REB,1.0
REB,,8.0
REB,,7.4
,REB,8.0
REB,GOV,1.9
REB,GOV,1.0
,,-10.0
REB,,9.0
,GOV,1.0
,REB,1.9
,REB,4.0
REB,,5.0
GOV,,8.0
GOV,REB,4.0
,REB,0.0
,GOV,-4.0
,REB,8.0
,REB,-2.0
,REB,0.0
,GOV,0.0
,REB,4.0
,REB,8.0
REB,,8.0
GOV,,1.0
,GOV,1.0
,GOV,5.2
REB,,8.0
,REB,8.0
GOV,,3.0
,CRM,-10.0
,CRM,-5.0
REB,,8.0
,REB,0.0
,REB,-9.5
REB,,-0.4
GOV,,-7.0
,REB,1.0
,REB,8.0
REB,GOV,3.4
,REB,1.9
,GOV,4.0
,GOV,8.0
,REB,8.0
GOV,,4.0
GOV,,8.0
ELI,,7.0
MIL,REB,8.0
REB,MIL,8.0
REB,,8.0
REB,ELI,-10.0
REB,,4.0
GOV,REB,-4.4
GOV,,5.0
,REB,-4.4
REB,,8.0
,GOV,5.0
,CVL,4.0
COP,,4.0
,MIL,9.0
,,0.0
GOV,,-4.0
,,0.4
,REB,1.0
CRM,,4.0
,REB,1.9
REB,,-5.0
GOV,,1.0
,REB,4.0
,GOV,1.0
,GOV,4.0
REB,,2.8
REB,,-5.0
,COP,4.0
,COP,4.0
REB,,8.0
,REB,4.0
,GOV,0.4
,ELI,3.4
GOV,,2.8
,GOV,1.9
REB,,1.9
REB,,2.8
,REB,1.9
REB,,4.0
,GOV,5.2
,GOV,3.0
GOV,REB,8.0
,GOV,-7.0
REB,MED,8.0
MED,REB,8.0
,MIL,8.0
,REB,1.9
,REB,7.0
,REB,3.5
REB,GOV,8.0
,GOV,-2.0
,REB,0.4
,GOV,-2.0
,REB,7.0
,GOV,0.0
,GOV,3.0
,GOV,5.0
,GOV,2.8
REB,GOV,8.0
,REB,-2.0
,,4.0
GOV,,2.8
,,4.0
,REB,1.9
ELI,REB,-2.0
,,0.4
,,0.0
REB,,2.8
REB,,1.0
,REB,4.0
GOV,,1.9
,REB,4.0
REB,,3.4
MIL,,8.0
REB,,4.0
GOV,MIL,7.0
GOV,REB,7.0
MIL,,7.0
MIL,GOV,7.0
GOV,REB,4.0
REB,,2.8
REB,,7.0
,REB,4.0
REB,,4.0
,REB,4.0
,REB,3.4
,REB,9.0
GOV,,-4.0
GOV,,-5.0
GOV,REB,8.0
REB,GOV,8.0
,GOV,3.0
,MIL,0.0
,REB,0.0
MIL,,8.0
,MIL,1.0
GOV,REB,8.0
MIL,,1.0
MIL,MIL,1.0
REB,,4.0
,GOV,0.4
,REB,7.0
REB,,7.0
,GOV,0.4
,REB,7.0
REB,,7.0
,REB,4.0
REB,,4.0
,,2.8
GOV,REB,4.0
GOV,,0.0
,,1.9
REB,GOV,3.5
GOV,REB,4.0
,GOV,5.0
,MIL,7.0
,REB,1.9
,REB,7.0
GOV,REB,3.5
,REB,-9.5
REB,,2.8
GOV,,3.4
GOV,REB,3.4
GOV,REB,9.0
REB,,8.0
REB,,2.8
,REB,0.0
GOV,REB,0.0
,GOV,2.8
MIL,,7.0
,MIL,7.0
GOV,,1.9
,REB,1.9
REB,,2.8
REB,,-7.0
REB,GOV,7.0
,BUS,3.0
REB,REB,4.0
REB,REB,4.0
,GOV,3.4
MIL,,-5.0
REB,REB,8.0
REB,,5.2
GOV,,5.2
GOV,GOV,8.0
GOV,,8.0
,MIL,-2.0
,GOV,4.0
,REB,4.0
REB,,7.0
MIL,REB,5.2
REB,,-7.0
REB,MIL,7.4
REB,MIL,-10.0
,REB,8.0
REB,,9.0
GOV,,2.8
REB,GOV,7.0
GOV,,4.0
,GOV,9.0
GOV,,-5.0
MIL,REB,9.0
,REB,3.0
MED,,-5.0
,GOV,3.4
REB,REB,9.0
,GOV,5.0
,MIL,7.0
GOV,MIL,7.0
,REB,1.9
GOV,REB,7.0
MIL,,7.0
MIL,GOV,7.0
,REB,7.0
REB,GOV,4.0
REB,GOV,4.0
GOV,,1.9
,GOV,4.0
,GOV,1.9
MIL,,1.0
CVL,,3.4
,CVL,3.4
,REB,4.5
,GOV,2.8
,GOV,2.8
,GOV,9.0
GOV,,7.0
,ELI,-6.5
,GOV,7.0
REB,,4.0
,REB,4.0
,REB,8.0
MIL,REB,4.0
,REB,5.2
REB,,2.8
REB,,7.0
REB,,3.5
REB,,8.0
,GOV,0.0
REB,,1.0
,GOV,2.8
,REB,8.0
GOV,,3.4
REB,,4.0
,MIL,8.0
REB,,8.0
MIL,REB,4.0
GOV,REB,0.0
GOV,REB,4.0
REB,GOV,4.0
,REB,4.0
GOV,,8.0
,GOV,8.0
GOV,,9.0
,GOV,5.2
REB,,8.0
,REB,4.0
,REB,8.0
,REB,-10.0
GOV,,7.0
,GOV,3.4
,GOV,7.0
REB,,7.0
REB,REB,8.0
,REB,8.0
,REB,8.0
REB,,4.0
GOV,,1.9
,GOV,3.0
,REB,1.0
GOV,REB,4.0
,BUS,-2.0
BUS,,-2.0
,CVL,2.8
CVL,,1.9
MED,,0.0
GOV,,8.0
,GOV,8.0
REB,,4.0
,REB,1.9
REB,CVL,0.0
GOV,,4.5
GOV,,4.0
,GOV,4.0
REB,MIL,8.0
GOV,REB,8.0
REB,GOV,8.0
,GOV,3.0
,MIL,2.8
,REB,7.0
MIL,,1.9
REB,CVL,4.0
REB,REB,-10.0
,GOV,2.8
REB,,9.0
MIL,REB,4.0
,MIL,7.0
GOV,,-5.0
GOV,GOV,8.0
GOV,GOV,3.0
,GOV,2.8
MIL,,9.0
REB,,9.0
MIL,,7.0
MIL,REB,4.0
,GOV,5.0
REB,GOV,7.0
GOV,,1.9
REB,,4.0
,MIL,7.0
,REB,7.0
MIL,,7.0
,REB,4.0
CVL,REB,4.0
REB,,0.0
CVL,,4.0
REB,,7.0
,REB,4.0
REB,GOV,-2.0
REB,,2.8
,GOV,1.9
,REB,5.2
GOV,,1.0
REB,REB,10.0
,REB,4.0
REB,,4.0
,MIL,1.9
MIL,,2.8
GOV,REB,4.0
REB,GOV,4.0
,GOV,9.0
,REB,-5.0
REB,,-5.0
REB,MIL,7.0
REB,MIL,7.0
MIL,REB,8.0
MIL,REB,7.0
MIL,REB,7.0
,MIL,8.0
REB,MIL,8.0
REB,MIL,7.0
,REB,-6.5
,,3.4
,GOV,1.0
,REB,-4.0
,GOV,-2.0
COP,CRM,-5.0
COP,CRM,-2.0
,CRM,-5.0
,CRM,-2.0
REB,MIL,8.0
REB,MIL,8.0
,,-4.0
,GOV,7.0
,GOV,7.0
GOV,,7.0
GOV,REB,8.0
GOV,GOV,3.4
GOV,GOV,-5.0
GOV,REB,8.0
MIL,REB,8.0
REB,MIL,8.0
REB,GOV,8.0
,REB,-4.0
,REB,8.0
,REB,-4.0
REB,,8.0
MIL,,8.0
MIL,,7.0
,GOV,4.0
,MIL,8.0
GOV,MIL,8.0
MIL,,8.0
MIL,GOV,8.0
,REB,8.0
GOV,REB,8.0
REB,REB,0.0
REB,,8.0
GOV,,3.4
REB,GOV,8.0
REB,GOV,8.0
,REB,5.0
MIL,REB,7.0
MIL,REB,-10.0
,REB,3.0
,REB,-9.5
,GOV,8.0
GOV,,8.0
,REB,1.9
EDU,,3.0
COP,,9.0
,COP,9.0
GOV,GOV,2.8
REB,,4.0
GOV,,4.0
,MIL,8.0
,MIL,7.0
MIL,,8.0
MIL,,7.0
,MIL,8.0
,MIL,7.0
GOV,,3.4
MIL,REB,8.0
MIL,REB,8.0
MIL,REB,7.0
MIL,,8.0
REB,,1.0
,MED,0.0
MED,,0.0
,GOV,8.0
GOV,,8.0
REB,,8.0
,GOV,-6.5
GOV,GOV,1.9
,,3.5
REB,,2.8
,REB,1.9
REB,GOV,1.9
,GOV,1.9
,REB,8.0
GOV,,2.8
REB,,8.0
,GOV,2.8
GOV,,1.9
GOV,REB,1.9
REB,GOV,2.8
REB,,8.0
REB,,1.0
,GOV,8.0
,REB,3.4
,REB,8.0
,REB,-2.0
GOV,,8.0
REB,,1.9
REB,,8.0
REB,,8.0
,CVL,0.0
,GOV,3.5
,REB,2.8
,REB,5.0
,REB,5.0
,REB,8.0
REB,GOV,8.0
MIL,,8.0
CRM,,3.0
,ELI,-5.0
REB,,-0.4
,ELI,5.0
GOV,REB,7.0
REB,GOV,7.0
,REB,3.5
REB,,3.5
REB,REB,9.0
MIL,REB,7.0
REB,MIL,7.0
,MIL,7.0
MIL,,7.0
MIL,,8.0
GOV,,4.0
GOV,REB,9.0
REB,GOV,9.0
,,-10.0
,,-10.0
,GOV,8.0
GOV,,0.0
GOV,,8.0
,GOV,1.9
GOV,REB,0.0
GOV,REB,-6.5
,REB,2.8
REB,,8.0
,MIL,0.0
MIL,,8.3
REB,,9.0
REB,,5.0
,REB,-0.4
REB,,8.0
,GOV,2.8
,CVL,6.0
,CVL,7.0
GOV,,-6.5
REB,,-9.0
,REB,3.4
,REB,-10.0
,,3.5
,REB,4.0
GOV,REB,2.8
GOV,,1.9
,REB,8.0
REB,GOV,9.0
REB,GOV,8.0
,REF,4.0
,REB,0.0
,REB,4.0
GOV,,2.8
GOV,REB,1.0
REB,,1.9
,COP,4.0
,COP,4.0
COP,,4.0
GOV,,4.0
REB,,-5.0
,GOV,7.4
,,-7.0
,REB,-5.0
,REB,4.0
REB,,4.0
,REB,5.2
,,0.0
,REB,-5.0
GOV,REB,8.0
GOV,REB,9.0
REB,GOV,1.0
REB,,2.8
,GOV,8.0
,GOV,1.9
REB,GOV,7.0
REB,,4.0
REB,CVL,0.0
REB,CVL,4.0
GOV,MIL,3.5
GOV,MIL,8.0
GOV,REB,1.9
REB,GOV,-10.0
REB,,-10.0
,REB,4.0
REB,,4.0
GOV,REB,8.0
GOV,,0.0
GOV,MIL,8.0
MIL,GOV,8.0
REB,,0.0
GOV,,4.0
,REB,8.0
GOV,,1.9
REB,,8.0
,REB,4.0
,MIL,2.8
,REB,-5.0
,MED,2.8
REB,GOV,4.0
REB,GOV,4.0
GOV,REB,4.0
REB,GOV,4.0
MED,,1.9
GOV,REB,4.0
GOV,REB,4.0
GOV,REB,3.5
REB,GOV,3.5
,REB,1.9
REB,,4.0
GOV,REB,7.0
GOV,REB,-5.0
,REB,5.0
,REB,4.0
,CVL,-4.0
,REB,-4.4
GOV,REB,8.0
,MIL,8.0
GOV,GOV,4.0
MIL,,4.0
MIL,,8.0
REB,,2.8
REB,,8.0
,REB,8.0
REB,GOV,5.2
,,4.0
REB,,9.0
,REB,8.0
GOV,REB,8.0
REB,GOV,8.0
REB,GOV,8.0
,REB,9.0
,REB,-10.0
REB,,8.0
REB,GOV,8.0
REB,,6.0
REB,,7.0
,REB,8.0
,GOV,8.0
,REB,4.0
REB,,0.0
,REB,8.3
,REB,8.0
GOV,REB,4.0
REB,,8.0
REB,GOV,4.0
,REB,4.0
REB,REB,3.5
REB,,5.2
REB,,6.4
REB,,3.4
GOV,,2.8
,REB,6.4
GOV,REB,8.0
REB,GOV,8.0
REB,,0.0
REB,REB,-4.0
REB,,0.0
,MED,0.0
,GOV,0.4
REB,GOV,8.0
MIL,REB,9.0
MIL,REB,9.0
,REB,-10.0
REB,,0.0
GOV,,0.0
,REB,9.0
,REB,4.0
REB,,1.0
,REB,1.0
REB,REB,-10.0
,REB,-10.0
REB,GOV,1.0
REB,GOV,7.0
REB,,1.0
GOV,REB,1.0
,REB,1.0
REB,,4.0
,REB,4.0
,REB,4.5
GOV,REB,8.0
GOV,,9.0
,,-4.0
,GOV,-2.0
GOV,,4.0
REB,GOV,2.8
REB,GOV,8.0
GOV,REB,8.0
MIL,,8.0
,MIL,8.0
GOV,,3.5
REB,,7.0
GOV,GOV,-4.0
GOV,,3.4
MIL,GOV,3.5
CVL,REB,4.0
REB,GOV,2.8
REB,GOV,4.0
REB,GOV,4.0
GOV,REB,1.9
GOV,REB,4.0
REB,,4.0
,REB,4.0
GOV,REB,4.0
GOV,REB,4.0
,GOV,3.4
GOV,GOV,1.9
GOV,REB,3.4
GOV,REB,0.4
GOV,GOV,2.8
GOV,,0.0
REB,,0.0
,REB,0.0
GOV,REB,8.0
,REB,3.2
,REB,3.4
REB,,7.0
GOV,REB,-6.5
,REB,-9.5
GOV,REB,3.4
GOV,REB,7.0
,REB,3.4
,GOV,-2.0
REB,,-0.4
REB,REB,8.0
,CVL,3.4
GOV,GOV,8.0
REB,REB,8.0
REB,,8.0
GOV,GOV,-5.0
,REB,-0.4
,REB,-4.0
,REB,3.0
GOV,REB,5.0
,GOV,5.0
,ELI,-2.0
GOV,REB,8.0
GOV,,8.0
,GOV,8.0
REB,,1.9
,REB,-9.0
,REB,7.4
REB,,8.0
GOV,REB,3.5
GOV,,0.0
REB,REB,8.0
REB,GOV,5.0
GOV,REB,8.0
MIL,,-9.2
REB,,4.0
,REB,3.0
REB,,7.0
,REB,-6.5
EDU,,8.0
MIL,REB,8.0
REB,MIL,8.0
REB,,4.0
,GOV,-2.0
,GOV,3.2
,GOV,3.4
,EDU,8.0
UAF,,-10.0
REB,REB,8.0
REB,,-2.0
GOV,,2.8
,GOV,3.4
,GOV,1.9
MIL,,-10.0
GOV,GOV,3.0
GOV,REB,7.0
MIL,,8.0
,GOV,0.0
REB,,8.0
,,0.0
,ELI,10.0
GOV,REB,8.0
,CVL,0.0
GOV,,8.0
GOV,REB,7.0
REB,,-9.0
REB,GOV,7.0
REB,MIL,-10.0
,REB,4.0
MIL,,1.9
,REB,-4.0
GOV,,3.4
GOV,,3.0
MIL,REB,8.0
MIL,REB,4.0
REB,REB,0.0
REB,,0.0
GOV,,8.0
GOV,,4.0
GOV,,4.0
REB,GOV,-10.0
GOV,,-9.0
,REB,-2.0
,REB,-10.0
